GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Assignment for class CS5010,edu.neu.ccs.cs5010.lab2,Menu,0,71,0,8,0,26,0,13,0,9
Assignment for class CS5010,edu.neu.ccs.cs5010.lab2,Restaurant,0,71,0,8,0,26,0,13,0,9
Assignment for class CS5010,edu.neu.ccs.cs5010.lab2,Address,0,88,0,10,0,32,0,16,0,11
