"1541348731170","GET","68","200"
"1541348731238","GET","68","200"
"1541348731306","GET","70","200"
"1541348731376","GET","68","200"
"1541348731444","GET","70","200"
"1541348731514","GET","69","200"
"1541348731583","GET","73","200"
"1541348731656","GET","74","200"
"1541348731730","GET","71","200"
"1541348731801","GET","64","200"
"1541348731865","GET","69","200"
"1541348731934","GET","72","200"
"1541348732006","GET","121","200"
"1541348732127","GET","77","200"
"1541348732204","GET","69","200"
"1541348732273","GET","72","200"
"1541348732345","GET","68","200"
"1541348732413","GET","70","200"
"1541348732483","GET","115","200"
"1541348735246","GET","69","200"
"1541348735315","GET","68","200"
"1541348735383","GET","113","200"
"1541348735496","GET","69","200"
"1541348735565","GET","74","200"
"1541348735639","GET","70","200"
"1541348735709","GET","96","200"
"1541348735805","GET","101","200"
"1541348735906","GET","66","200"
"1541348735972","GET","68","200"
"1541348736040","GET","66","200"
"1541348736106","GET","66","200"
"1541348736172","GET","67","200"
"1541348736239","GET","66","200"
"1541348736305","GET","68","200"
"1541348736373","GET","126","200"
"1541348736499","GET","67","200"
"1541348736566","GET","73","200"
"1541348736639","GET","69","200"
"1541348736709","GET","69","200"
"1541348736778","GET","72","200"
"1541348736850","GET","65","200"
"1541348736915","GET","110","200"
"1541348737025","GET","74","200"
"1541348737099","GET","66","200"
"1541348737165","GET","143","200"
"1541348737308","GET","68","200"
"1541348737376","GET","70","200"
"1541348737446","GET","83","200"
"1541348737529","GET","91","200"
"1541348737620","GET","69","200"
"1541348737689","GET","70","200"
"1541348737759","GET","70","200"
"1541348737829","GET","185","200"
"1541348738014","GET","65","200"
"1541348738079","GET","68","200"
"1541348738147","GET","75","200"
"1541348738222","GET","67","200"
"1541348738289","GET","77","200"
"1541348738366","GET","145","200"
"1541348738511","GET","67","200"
"1541348738578","GET","108","200"
"1541348738686","GET","68","200"
"1541348738754","GET","69","200"
"1541348738823","GET","67","200"
"1541348738890","GET","69","200"
"1541348738959","GET","64","200"
"1541348739023","GET","67","200"
"1541348739090","GET","73","200"
"1541348739163","GET","66","200"
"1541348739229","GET","69","200"
"1541348739298","GET","65","200"
"1541348739363","GET","70","200"
"1541348739434","GET","69","200"
"1541348739503","GET","69","200"
"1541348739572","GET","89","200"
"1541348739661","GET","71","200"
"1541348739732","GET","67","200"
"1541348739799","GET","67","200"
"1541348739866","GET","66","200"
"1541348739932","GET","68","200"
"1541348740000","GET","66","200"
"1541348740066","GET","66","200"
"1541348740132","GET","72","200"
"1541348740204","GET","70","200"
"1541348740274","GET","69","200"
"1541348740343","GET","68","200"
"1541348740411","GET","66","200"
"1541348740477","GET","70","200"
"1541348740547","GET","71","200"
"1541348740618","GET","73","200"
"1541348740691","GET","72","200"
"1541348740763","GET","66","200"
"1541348740829","GET","67","200"
"1541348740896","GET","75","200"
"1541348740971","GET","68","200"
"1541348741039","GET","84","200"
"1541348741123","GET","76","200"
"1541348741200","GET","70","200"
"1541348741270","GET","71","200"
"1541348741341","GET","69","200"
"1541348741410","GET","69","200"
"1541348741479","GET","66","200"
"1541348741545","GET","69","200"
"1541348741614","GET","74","200"
"1541348741688","GET","72","200"
"1541348741760","GET","96","200"
"1541348741856","GET","70","200"
"1541348741926","GET","68","200"
"1541348741995","GET","66","200"
"1541348742061","GET","72","200"
"1541348742133","GET","68","200"
"1541348742201","GET","65","200"
"1541348742267","GET","69","200"
"1541348742337","GET","65","200"
"1541348742402","GET","92","200"
"1541348742494","GET","68","200"
"1541348742562","GET","73","200"
"1541348742635","GET","67","200"
"1541348742703","GET","68","200"
"1541348735247","GET","71","200"
"1541348735318","GET","67","200"
"1541348735385","GET","64","200"
"1541348735449","GET","74","200"
"1541348735523","GET","86","200"
"1541348735609","GET","84","200"
"1541348735693","GET","69","200"
"1541348735762","GET","69","200"
"1541348735831","GET","71","200"
"1541348735902","GET","70","200"
"1541348735972","GET","67","200"
"1541348736039","GET","68","200"
"1541348736107","GET","69","200"
"1541348736176","GET","66","200"
"1541348736242","GET","93","200"
"1541348736335","GET","71","200"
"1541348736406","GET","65","200"
"1541348736472","GET","67","200"
"1541348736539","GET","69","200"
"1541348736608","GET","190","200"
"1541348736798","GET","78","200"
"1541348736876","GET","71","200"
"1541348736947","GET","78","200"
"1541348737025","GET","68","200"
"1541348737093","GET","131","200"
"1541348737224","GET","187","200"
"1541348737411","GET","68","200"
"1541348737479","GET","68","200"
"1541348737547","GET","165","200"
"1541348737712","GET","69","200"
"1541348737781","GET","129","200"
"1541348737910","GET","71","200"
"1541348737981","GET","75","200"
"1541348738056","GET","68","200"
"1541348738124","GET","85","200"
"1541348738209","GET","94","200"
"1541348738303","GET","66","200"
"1541348738369","GET","67","200"
"1541348738436","GET","67","200"
"1541348738504","GET","66","200"
"1541348738570","GET","71","200"
"1541348738641","GET","65","200"
"1541348738706","GET","68","200"
"1541348738774","GET","70","200"
"1541348738844","GET","67","200"
"1541348738911","GET","67","200"
"1541348738978","GET","72","200"
"1541348739050","GET","68","200"
"1541348739118","GET","67","200"
"1541348739185","GET","67","200"
"1541348739252","GET","68","200"
"1541348739320","GET","67","200"
"1541348739387","GET","67","200"
"1541348739454","GET","69","200"
