1541348684326,POST,113,200
1541348684439,POST,107,200
1541348684546,POST,121,200
1541348684667,POST,138,200
1541348684805,POST,111,200
1541348684916,POST,143,200
1541348685059,POST,125,200
1541348685184,POST,214,200
1541348685398,POST,106,200
1541348685504,POST,115,200
1541348685619,POST,113,200
1541348685732,POST,161,200
1541348685893,POST,109,200
1541348686002,POST,496,200
1541348686498,POST,137,200
1541348686635,POST,109,200
1541348686744,POST,108,200
1541348686852,POST,109,200
1541348686961,POST,92,200
1541348687053,POST,110,200
1541348687163,POST,106,200
1541348687269,POST,2328,200
1541348689597,POST,130,200
1541348689727,POST,117,200
1541348689844,POST,116,200
1541348689960,POST,110,200
1541348690070,POST,123,200
1541348690193,POST,125,200
1541348690318,POST,113,200
1541348690431,POST,181,200
1541348690612,POST,118,200
1541348690730,POST,120,200
1541348690850,POST,109,200
1541348690959,POST,121,200
1541348691080,POST,110,200
1541348691190,POST,131,200
1541348691321,POST,123,200
1541348691444,POST,104,200
1541348691548,POST,107,200
1541348691655,POST,136,200
1541348691791,POST,405,200
1541348692196,POST,111,200
1541348692307,POST,111,200
1541348692418,POST,115,200
1541348692533,POST,114,200
1541348692647,POST,110,200
1541348692757,POST,204,200
1541348692961,POST,156,200
1541348693117,POST,182,200
1541348693299,POST,110,200
1541348693409,POST,208,200
1541348693617,POST,477,200
1541348694094,POST,114,200
1541348694208,POST,111,200
1541348694319,POST,936,200
1541348695255,POST,147,200
1541348695402,POST,112,200
1541348695514,POST,188,200
1541348695702,POST,681,200
1541348696383,POST,187,200
1541348696570,POST,261,200
1541348696831,POST,166,200
1541348696997,POST,318,200
1541348697315,POST,163,200
1541348697478,POST,143,200
1541348697621,POST,111,200
1541348697732,POST,124,200
1541348697856,POST,242,200
1541348698098,POST,113,200
1541348698211,POST,184,200
1541348698395,POST,111,200
1541348698506,POST,134,200
1541348698640,POST,109,200
1541348698749,POST,157,200
1541348698906,POST,115,200
1541348699021,POST,474,200
1541348699495,POST,105,200
1541348699600,POST,110,200
1541348699710,POST,115,200
1541348699825,POST,129,200
1541348699954,POST,344,200
1541348700298,POST,204,200
1541348700502,POST,191,200
1541348700693,POST,118,200
1541348700811,POST,164,200
1541348700975,POST,236,200
1541348682707,POST,165,200
1541348682872,POST,113,200
1541348682985,POST,212,200
1541348683197,POST,904,200
1541348684101,POST,186,200
1541348684287,POST,112,200
1541348684399,POST,104,200
1541348684504,POST,116,200
1541348684620,POST,107,200
1541348684727,POST,108,200
1541348684835,POST,140,200
1541348684975,POST,118,200
1541348685093,POST,140,200
1541348685233,POST,114,200
1541348685347,POST,116,200
1541348685463,POST,113,200
1541348685576,POST,115,200
1541348685691,POST,106,200
1541348685797,POST,117,200
1541348685914,POST,155,200
1541348686069,POST,123,200
1541348686192,POST,113,200
1541348686305,POST,110,200
1541348686415,POST,107,200
1541348686522,POST,110,200
1541348686632,POST,2467,200
1541348689099,POST,108,200
1541348689207,POST,122,200
1541348689329,POST,123,200
1541348689452,POST,108,200
1541348689560,POST,118,200
1541348689678,POST,116,200
1541348689794,POST,120,200
1541348689914,POST,130,200
1541348690044,POST,154,200
1541348690198,POST,105,200
1541348690303,POST,140,200
1541348690443,POST,111,200
1541348690554,POST,111,200
1541348690665,POST,129,200
1541348690794,POST,118,200
1541348690912,POST,119,200
1541348691031,POST,182,200
1541348691213,POST,172,200
1541348691385,POST,104,200
1541348691489,POST,121,200
1541348691610,POST,128,200
1541348691738,POST,121,200
1541348691859,POST,146,200
1541348692005,POST,133,200
1541348692138,POST,118,200
1541348692256,POST,105,200
1541348692361,POST,109,200
1541348692470,POST,123,200
1541348692593,POST,110,200
1541348692703,POST,192,200
1541348692895,POST,310,200
1541348693205,POST,131,200
1541348693336,POST,115,200
1541348693451,POST,141,200
1541348693592,POST,115,200
1541348693707,POST,132,200
1541348693839,POST,112,200
1541348693951,POST,145,200
1541348694096,POST,122,200
1541348694218,POST,130,200
1541348694348,POST,98,200
1541348694446,POST,103,200
1541348694549,POST,255,200
1541348694804,POST,117,200
1541348694921,POST,158,200
1541348695079,POST,108,200
1541348695187,POST,212,200
1541348695399,POST,163,200
1541348695562,POST,235,200
1541348695797,POST,198,200
1541348695995,POST,244,200
1541348696239,POST,158,200
1541348696397,POST,304,200
1541348696702,POST,148,200
1541348696850,POST,323,200
1541348697174,POST,179,200
1541348697353,POST,126,200
1541348697479,POST,143,200
1541348697623,POST,128,200
1541348697752,POST,161,200
1541348697913,POST,111,200
1541348698024,POST,1680,200
1541348699705,POST,119,200
1541348699824,POST,176,200
1541348700000,POST,117,200
1541348700117,POST,177,200
1541348700294,POST,118,200
1541348700412,POST,116,200
1541348700528,POST,122,200
1541348700650,POST,245,200
1541348700895,POST,100,200
1541348700995,POST,118,200
1541348701113,POST,114,200
1541348701227,POST,119,200
1541348685978,POST,106,200
1541348686084,POST,128,200
1541348686212,POST,107,200
1541348686319,POST,113,200
1541348686432,POST,117,200
1541348686549,POST,114,200
1541348686663,POST,128,200
1541348686791,POST,111,200
1541348686902,POST,142,200
1541348687044,POST,119,200
1541348687163,POST,103,200
1541348687266,POST,107,200
1541348687373,POST,177,200
1541348687550,POST,144,200
1541348687694,POST,116,200
1541348687810,POST,113,200
1541348687923,POST,115,200
1541348688038,POST,122,200
1541348688160,POST,150,200
1541348688310,POST,109,200
1541348688419,POST,128,200
1541348688547,POST,117,200
1541348688664,POST,113,200
1541348688777,POST,105,200
1541348688882,POST,203,200
1541348689085,POST,109,200
1541348689194,POST,116,200
1541348689310,POST,106,200
1541348689416,POST,105,200
1541348689521,POST,188,200
1541348689709,POST,189,200
1541348689898,POST,131,200
1541348690029,POST,106,200
1541348690135,POST,109,200
1541348690244,POST,150,200
1541348690394,POST,199,200
1541348690593,POST,108,200
1541348690701,POST,110,200
1541348690811,POST,291,200
1541348691102,POST,108,200
1541348691210,POST,122,200
1541348691332,POST,119,200
1541348691451,POST,109,200
1541348691560,POST,185,200
1541348691745,POST,107,200
1541348691852,POST,105,200
1541348691957,POST,159,200
1541348692116,POST,127,200
1541348692243,POST,150,200
1541348692393,POST,115,200
1541348692508,POST,133,200
1541348692641,POST,111,200
1541348692752,POST,241,200
1541348692993,POST,106,200
1541348693099,POST,113,200
1541348693213,POST,128,200
1541348693341,POST,151,200
1541348693492,POST,157,200
1541348693649,POST,109,200
1541348693758,POST,168,200
1541348693926,POST,174,200
1541348694100,POST,133,200
1541348694233,POST,670,200
1541348694903,POST,113,200
1541348695016,POST,107,200
1541348695123,POST,219,200
1541348695342,POST,112,200
1541348695454,POST,106,200
1541348695560,POST,107,200
1541348695667,POST,117,200
1541348695784,POST,456,200
1541348696240,POST,461,200
1541348696702,POST,144,200
1541348696846,POST,327,200
1541348697173,POST,145,200
1541348697318,POST,175,200
1541348697493,POST,128,200
1541348697621,POST,130,200
1541348697752,POST,181,200
1541348697933,POST,148,200
1541348698081,POST,232,200
1541348698313,POST,110,200
1541348698423,POST,191,200
1541348698614,POST,132,200
1541348698746,POST,152,200
1541348698898,POST,121,200
1541348699019,POST,478,200
1541348699497,POST,147,200
