1541348499   3    1087      
1541348500   11   230       
1541348501   12   360       
1541348502   11   130       
1541348503   16   142       
1541348504   16   377       
1541348505   3    114       
1541348506   17   242       
1541348507   13   159       
1541348508   10   259       
1541348509   9    501       
1541348510   5    318       
1541348511   14   225       
1541348512   18   129       
1541348513   20   380       
1541348514   8    157       
1541348515   13   129       
1541348516   14   146       
1541348517   17   149       
1541348518   12   832       
1541348519   15   120       
1541348520   11   173       
1541348521   13   167       
1541348522   14   126       
1541348523   8    318       
1541348524   9    275       
1541348525   8    136       
1541348526   18   142       
1541348527   21   132       
1541348528   23   141       
1541348529   18   150       
1541348530   19   166       
1541348531   16   184       
1541348532   13   205       
1541348533   16   189       
1541348534   17   183       
1541348535   21   136       
1541348536   20   135       
1541348537   17   192       
1541348538   12   226       
1541348539   21   158       
1541348540   17   150       
1541348541   21   600       
1541348542   2    10016     
1541348551   2    290       
1541348552   10   627       
1541348553   1    2600      
1541348554   1    305       
1541348555   5    1080      
1541348556   7    244       
1541348557   10   435       
1541348558   9    166       
1541348559   11   269       
1541348560   9    153       
1541348561   15   264       
1541348562   11   405       
1541348563   15   129       
1541348564   15   308       
1541348565   10   318       
1541348566   7    130       
1541348567   9    384       
1541348568   6    408       
1541348569   11   835       
1541348570   7    298       
1541348571   11   181       
1541348572   27   283       
1541348573   53   625       
1541348574   42   1100      
1541348575   30   754       
1541348576   12   1650      
1541348577   16   449       
1541348578   31   292       
1541348579   21   596       
1541348580   16   437       
1541348581   19   1066      
1541348582   17   1082      
1541348583   21   1286      
1541348584   21   336       
1541348585   31   286       
1541348586   28   850       
1541348587   31   556       
1541348588   29   519       
1541348589   26   384       
1541348590   26   680       
1541348591   33   518       
1541348592   40   446       
1541348593   31   608       
1541348594   15   451       
1541348595   21   399       
1541348596   52   495       
1541348597   55   200       
1541348598   40   624       
1541348599   28   987       
1541348600   33   133       
1541348601   43   299       
1541348602   47   452       
1541348603   39   270       
1541348604   39   246       
1541348605   64   220       
1541348606   65   257       
1541348607   41   516       
1541348608   49   406       
1541348609   54   202       
1541348610   52   472       
1541348611   46   330       
1541348612   46   198       
1541348613   63   298       
1541348614   56   332       
1541348615   52   231       
1541348616   57   201       
1541348617   65   278       
1541348618   60   176       
1541348619   74   164       
1541348620   84   211       
1541348621   70   170       
1541348622   72   182       
1541348623   90   248       
1541348624   76   169       
1541348625   79   156       
1541348626   98   124       
1541348627   88   152       
1541348628   69   242       
1541348629   88   109       
1541348630   98   133       
1541348631   98   122       
1541348632   105  128       
1541348633   90   171       
1541348634   98   173       
1541348635   62   172       
1541348636   102  133       
1541348637   102  122       
1541348638   111  156       
1541348639   87   123       
1541348640   99   205       
1541348641   85   107       
1541348642   91   132       
1541348643   108  113       
1541348644   107  124       
1541348645   192  355       
1541348646   135  558       
1541348647   138  292       
1541348648   127  321       
1541348649   139  256       
1541348650   131  422       
1541348651   147  157       
1541348652   169  108       
1541348653   177  195       
1541348654   187  159       
1541348655   183  143       
1541348656   173  158       
1541348657   196  161       
1541348658   176  192       
1541348659   179  146       
1541348660   173  127       
1541348661   175  112       
1541348662   187  151       
1541348663   184  128       
1541348664   187  123       
1541348665   194  115       
1541348666   192  109       
1541348667   137  2085      
1541348668   88   595       
1541348669   76   281       
1541348670   64   710       
1541348671   50   108       
1541348672   49   109       
1541348673   40   132       
1541348674   52   110       
1541348675   45   123       
1541348676   48   110       
1541348677   49   110       
1541348678   47   117       
1541348679   87   111       
1541348680   112  102       
1541348681   135  107       
1541348682   166  113       
1541348683   151  267       
1541348684   153  221       
1541348685   148  186       
1541348686   147  151       
1541348687   158  123       
1541348688   194  112       
1541348689   185  113       
1541348690   209  105       
1541348691   220  106       
1541348692   212  107       
1541348693   220  108       
1541348694   234  112       
1541348695   223  115       
1541348696   176  312       
1541348697   167  144       
1541348698   174  120       
1541348699   231  110       
1541348700   209  146       
1541348701   195  210       
1541348702   193  110       
1541348703   187  221       
1541348704   187  186       
1541348705   183  111       
1541348706   184  117       
1541348707   162  123       
1541348708   171  125       
1541348709   159  119       
1541348710   190  111       
1541348711   219  109       
1541348712   226  103       
1541348713   220  102       
1541348714   203  99        
1541348715   191  102       
1541348716   152  102       
1541348717   134  104       
1541348718   121  102       
1541348719   103  105       
1541348720   109  104       
1541348721   106  103       
1541348722   103  105       
1541348723   98   102       
1541348724   102  103       
1541348725   89   106       
1541348726   81   105       
1541348727   85   104       
1541348728   75   111       
1541348729   74   111       
1541348730   84   107       
1541348731   80   104       
1541348732   81   105       
1541348733   83   105       
1541348734   83   103       
1541348735   91   104       
1541348736   62   120       
1541348737   59   108       
1541348738   53   112       
1541348739   56   108       
1541348740   49   107       
1541348741   40   121       
1541348742   32   111       
1541348743   32   114       
1541348744   36   106       
1541348745   26   116       
1541348746   24   117       
1541348747   26   112       
1541348748   26   108       
1541348749   25   113       
1541348750   28   107       
1541348751   24   118       
1541348752   25   116       
1541348753   26   111       
1541348754   25   109       
1541348755   26   115       
1541348756   23   118       
1541348757   24   123       
1541348758   23   119       
1541348759   23   125       
1541348760   19   151       
1541348761   25   117       
1541348762   24   117       
1541348763   25   115       
1541348764   24   124       
1541348765   23   121       
1541348766   22   132       
1541348767   24   116       
1541348768   23   138       
1541348769   23   118       
1541348770   22   125       
1541348771   25   113       
1541348772   16   163       
1541348773   3    138       
------------------------------
Test length: 274
Mean latency: 226
The 99th percentile latency: 15087
Total Throughput: 15871
