Timestamp/s  Throughput  Mean Latency/ms
1540073034   6628        153       
1540073035   6690        153       
1540073036   6720        151       
1540073037   6831        150       
1540073038   6794        151       
1540073039   6663        158       
1540073040   6203        159       
1540073041   6404        160       
1540073042   6370        160       
1540073043   6449        158       
1540073044   6517        157       
1540073045   6543        155       
1540073046   6628        153       
1540073047   6620        155       
1540073048   6618        155       
1540073049   5846        173       
1540073050   6501        158       
1540073051   6524        156       
1540073052   6542        155       
1540073053   6557        156       
1540073054   6659        153       
1540073055   6702        152       
1540073056   6713        152       
1540073057   6577        156       
1540073058   6696        154       
1540073059   6609        153       
1540073060   6699        153       
1540073061   6646        152       
1540073062   6725        152       
1540073063   6725        152       
1540073064   6669        152       
1540073065   6739        152       
1540073066   6612        155       
1540073067   6566        156       
1540073068   4936        207       
1540073069   5786        177       
1540073070   6297        161       
1540073071   6372        161       
1540073072   6506        156       
1540073073   6530        156       
1540073074   6584        155       
1540073075   6581        155       
1540073076   6490        157       
1540073077   6530        157       
1540073078   6552        155       
1540073079   6621        155       
1540073080   6566        155       
1540073081   6581        156       
1540073082   6466        157       
1540073083   6488        157       
1540073084   6722        151       
1540073085   6708        152       
1540073086   6613        155       
1540073087   6737        151       
1540073088   6806        151       
1540073089   6697        153       
1540073090   5910        174       
1540073091   6436        157       
1540073092   6520        156       
1540073093   6586        154       
1540073094   6758        152       
1540073095   6696        152       
1540073096   6799        150       
1540073097   6888        149       
1540073098   6684        153       
1540073099   6589        156       
1540073100   6566        155       
1540073101   6580        156       
1540073102   6606        155       
1540073103   6573        155       
1540073104   6614        154       
1540073105   6635        154       
1540073106   6689        155       
1540073107   6567        154       
1540073108   6447        160       
1540073109   6233        160       
1540073110   6082        170       
1540073111   6455        157       
1540073112   6456        157       
1540073113   6537        156       
1540073114   6666        152       
1540073115   6642        154       
1540073116   6619        157       
1540073117   6520        159       
1540073118   6648        157       
1540073119   6599        155       
1540073120   6386        154       
1540073121   6558        154       
1540073122   6590        155       
1540073123   6607        154       
1540073124   6639        155       
1540073125   6578        154       
1540073126   6690        152       
1540073127   6630        154       
1540073128   6673        153       
1540073129   6820        150       
1540073130   6801        157       
1540073131   5939        164       
1540073132   6613        154       
1540073133   6717        152       
1540073134   6623        154       
1540073135   6642        153       
1540073136   6662        153       
1540073137   6531        157       
1540073138   6565        155       
1540073139   6587        155       
1540073140   6717        154       
1540073141   6561        156       
1540073142   6481        157       
1540073143   6536        156       
1540073144   6583        156       
1540073145   6516        156       
1540073146   6558        156       
1540073147   6499        158       
1540073148   6385        159       
1540073149   6412        159       
1540073150   6513        156       
1540073151   5851        176       
1540073152   6361        160       
1540073153   6420        158       
1540073154   6506        157       
1540073155   6536        156       
1540073156   6550        155       
1540073157   6674        154       
1540073158   6684        152       
1540073159   6657        153       
1540073160   6573        156       
1540073161   6459        158       
1540073162   6479        158       
1540073163   6420        158       
1540073164   6486        158       
1540073165   6418        158       
1540073166   6439        161       
1540073167   6306        161       
1540073168   6395        159       
1540073169   6461        157       
1540073170   6567        156       
1540073171   6343        161       
1540073172   5364        191       
1540073173   6278        162       
1540073174   6449        159       
1540073175   6510        157       
1540073176   6518        156       
1540073177   6574        155       
1540073178   6656        153       
1540073179   6637        154       
1540073180   6633        153       
1540073181   6718        153       
1540073182   6637        153       
1540073183   6701        152       
1540073184   6725        152       
1540073185   6763        151       
1540073186   6734        151       
1540073187   6709        154       
1540073188   6599        153       
1540073189   6618        155       
1540073190   6409        160       
1540073191   6490        157       
1540073192   6086        167       
1540073193   4928        207       
1540073194   6414        160       
1540073195   6495        157       
1540073196   6532        156       
1540073197   6545        156       
1540073198   6509        156       
1540073199   6642        155       
1540073200   6647        154       
1540073201   6662        152       
1540073202   6634        154       
1540073203   6702        153       
1540073204   6676        153       
1540073205   6681        155       
1540073206   6472        157       
1540073207   6588        154       
1540073208   6563        155       
1540073209   6537        156       
1540073210   6683        154       
1540073211   6246        172       
1540073212   4764        211       
1540073213   1396        798       
1540073214   4980        181       
1540073215   5760        176       
1540073216   6163        165       
1540073217   6386        160       
1540073218   6465        159       
1540073219   6513        157       
1540073220   6427        159       
1540073221   6553        155       
1540073222   6517        156       
1540073223   6574        155       
1540073224   6633        154       
1540073225   6484        158       
1540073226   6414        159       
1540073227   6516        157       
1540073228   6465        158       
1540073229   6468        156       
1540073230   6548        157       
1540073231   6492        158       
1540073232   6548        155       
1540073233   5786        176       
1540073234   6519        157       
1540073235   6432        158       
1540073236   6611        156       
1540073237   6445        156       
1540073238   6594        156       
1540073239   6536        156       
1540073240   6580        154       
1540073241   6691        153       
1540073242   6564        156       
1540073243   6646        153       
1540073244   6633        154       
1540073245   6641        153       
1540073246   6675        153       
1540073247   6663        153       
1540073248   6700        154       
1540073249   6556        155       
1540073250   6551        156       
1540073251   6593        153       
1540073252   6652        153       
1540073253   6353        168       
1540073254   6306        155       
1540073255   6538        155       
1540073256   6645        154       
1540073257   6547        156       
1540073258   6610        155       
1540073259   6444        158       
1540073260   6591        155       
1540073261   6639        153       
1540073262   6682        153       
1540073263   6593        155       
1540073264   6690        152       
1540073265   6714        152       
1540073266   6709        152       
1540073267   6644        154       
1540073268   6720        151       
1540073269   6794        150       
1540073270   6743        152       
1540073271   6654        153       
1540073272   6679        153       
1540073273   6694        153       
1540073274   6091        167       
1540073275   6470        157       
1540073276   6588        156       
1540073277   6556        156       
1540073278   6576        155       
1540073279   6550        156       
1540073280   6475        158       
1540073281   6467        158       
1540073282   6605        155       
1540073283   6520        156       
1540073284   6584        155       
1540073285   6462        158       
1540073286   6589        153       
1540073287   6583        155       
1540073288   6682        153       
1540073289   6675        154       
1540073290   6635        153       
1540073291   6715        151       
1540073292   6716        152       
1540073293   6682        153       
1540073294   6603        159       
1540073295   5972        166       
1540073296   6549        155       
1540073297   6713        153       
1540073298   6676        153       
1540073299   6726        152       
1540073300   6656        153       
1540073301   6688        152       
1540073302   6800        152       
1540073303   6699        152       
1540073304   6676        153       
1540073305   6753        152       
1540073306   6529        157       
1540073307   6789        150       
1540073308   6723        152       
1540073309   6655        153       
1540073310   6669        153       
1540073311   6766        152       
1540073312   6710        152       
1540073313   6661        153       
1540073314   6658        153       
1540073315   6099        167       
1540073316   6667        154       
1540073317   6606        156       
1540073318   4892        207       
1540073319   6381        161       
1540073320   6514        156       
1540073321   6653        153       
1540073322   6657        154       
1540073323   6689        153       
1540073324   6727        152       
1540073325   6741        152       
1540073326   6763        151       
1540073327   6773        150       
1540073328   6739        152       
1540073329   6685        153       
1540073330   6657        152       
1540073331   6623        154       
1540073332   6660        152       
1540073333   6644        154       
1540073334   6812        151       
1540073335   6520        167       
1540073336   6211        154       
1540073337   6536        156       
1540073338   6739        151       
1540073339   6625        155       
1540073340   6497        156       
1540073341   6626        155       
1540073342   6541        156       
1540073343   6587        154       
1540073344   6651        154       
1540073345   6569        156       
1540073346   6658        154       
1540073347   6493        158       
1540073348   6545        155       
1540073349   6494        157       
1540073350   6494        158       
1540073351   6551        156       
1540073352   6505        156       
1540073353   6515        157       
1540073354   6474        158       
1540073355   6491        157       
1540073356   5841        175       
1540073357   6478        157       
1540073358   6440        158       
1540073359   6532        155       
1540073360   6368        162       
1540073361   6523        154       
1540073362   6619        156       
1540073363   6508        156       
1540073364   6612        153       
1540073365   6624        154       
1540073366   6685        152       
1540073367   6560        156       
1540073368   6662        153       
1540073369   6543        156       
1540073370   6676        152       
1540073371   6555        156       
1540073372   6700        152       
1540073373   6731        152       
1540073374   6711        153       
1540073375   6773        150       
1540073376   6208        165       
1540073377   6681        155       
1540073378   6643        153       
1540073379   6707        152       
1540073380   6694        153       
1540073381   6661        153       
1540073382   6648        153       
1540073383   6647        154       
1540073384   6611        155       
1540073385   6593        155       
1540073386   6594        153       
1540073387   6714        153       
1540073388   6638        153       
1540073389   6661        153       
1540073390   6768        151       
1540073391   6690        153       
1540073392   6819        150       
1540073393   6736        150       
1540073394   6757        152       
1540073395   6523        156       
1540073396   6561        156       
1540073397   5946        172       
1540073398   6450        158       
1540073399   6480        157       
1540073400   6452        159       
1540073401   6450        159       
1540073402   6400        159       
1540073403   6526        157       
1540073404   6566        155       
1540073405   6524        156       
1540073406   6589        154       
1540073407   6616        155       
1540073408   6580        156       
1540073409   6598        155       
1540073410   6580        155       
1540073411   6705        151       
1540073412   6613        154       
1540073413   6710        152       
1540073414   6732        152       
1540073415   6600        154       
1540073416   6660        154       
1540073417   6574        165       
1540073418   6285        153       
1540073419   6598        153       
1540073420   6642        154       
1540073421   6681        153       
1540073422   6722        154       
1540073423   6602        154       
1540073424   6733        151       
1540073425   6761        151       
1540073426   6490        157       
1540073427   6577        154       
1540073428   6721        153       
1540073429   6733        150       
1540073430   6678        153       
1540073431   6795        152       
1540073432   6580        155       
1540073433   6511        155       
1540073434   6511        157       
1540073435   6542        170       
1540073436   5778        215       
1540073437   4421        216       
1540073438   4798        202       
1540073439   5533        193       
1540073440   5538        175       
1540073441   5177        164       
1540073442   6056        169       
1540073443   4759        212       
1540073444   6135        166       
1540073445   6314        162       
1540073446   6349        161       
1540073447   6060        168       
1540073448   6309        160       
1540073449   6411        161       
1540073450   6324        161       
1540073451   6336        160       
1540073452   6413        160       
1540073453   6414        159       
1540073454   6463        158       
1540073455   6387        161       
1540073456   6352        159       
1540073457   6495        157       
1540073458   5687        183       
1540073459   6152        165       
1540073460   5292        192       
1540073461   6102        166       
1540073462   6143        167       
1540073463   6034        168       
1540073464   6288        165       
1540073465   6291        162       
1540073466   6344        159       
1540073467   6354        162       
1540073468   6058        166       
1540073469   6436        159       
1540073470   6451        158       
1540073471   6423        160       
1540073472   6431        158       
1540073473   6464        158       
1540073474   6459        160       
1540073475   6510        157       
1540073476   6617        153       
1540073477   6515        157       
1540073478   6351        161       
1540073479   5759        177       
1540073480   6388        159       
1540073481   6504        157       
1540073482   6496        157       
1540073483   6414        157       
1540073484   6384        162       
1540073485   6533        157       
1540073486   5962        175       
1540073487   6011        167       
1540073488   6128        169       
1540073489   5665        188       
1540073490   5601        171       
1540073491   5570        188       
1540073492   5948        167       
1540073493   6263        163       
1540073494   6303        164       
1540073495   6371        159       
1540073496   6467        156       
1540073497   6527        156       
1540073498   6530        155       
1540073499   5846        173       
1540073500   6532        159       
1540073501   6375        160       
1540073502   6373        160       
1540073503   6409        159       
1540073504   6477        158       
1540073505   6457        160       
1540073506   6239        161       
1540073507   6546        156       
1540073508   6664        153       
1540073509   6618        154       
1540073510   6654        153       
1540073511   6731        151       
1540073512   6574        156       
1540073513   6633        152       
1540073514   6764        151       
1540073515   6717        154       
1540073516   6665        152       
1540073517   6683        154       
1540073518   6608        155       
1540073519   6398        159       
1540073520   5928        173       
1540073521   6260        163       
1540073522   6295        163       
1540073523   6257        161       
1540073524   6447        161       
1540073525   6312        161       
1540073526   6357        160       
1540073527   6437        158       
1540073528   6421        160       
1540073529   6499        157       
1540073530   6532        156       
1540073531   6541        157       
1540073532   6491        156       
1540073533   6543        156       
1540073534   6403        160       
1540073535   6503        156       
1540073536   6505        159       
1540073537   6471        158       
1540073538   6575        155       
1540073539   6391        159       
1540073540   5918        173       
1540073541   6362        160       
1540073542   6418        159       
1540073543   6582        155       
1540073544   6649        154       
1540073545   6656        154       
1540073546   6609        154       
1540073547   6611        154       
1540073548   6650        152       
1540073549   6697        152       
1540073550   6734        152       
1540073551   6795        150       
1540073552   6432        158       
1540073553   6782        151       
1540073554   6782        152       
1540073555   6684        152       
1540073556   6774        151       
1540073557   6762        150       
1540073558   6724        153       
1540073559   6581        156       
1540073560   6556        156       
1540073561   6085        165       
1540073562   6702        153       
1540073563   6785        149       
1540073564   6805        150       
1540073565   6818        151       
1540073566   6729        151       
1540073567   6742        151       
1540073568   5134        201       
1540073569   6325        162       
1540073570   6520        155       
1540073571   6741        152       
1540073572   6663        153       
1540073573   6760        151       
1540073574   6798        151       
1540073575   6826        148       
1540073576   6875        149       
1540073577   6786        151       
1540073578   6742        151       
1540073579   6743        152       
1540073580   6667        153       
1540073581   5672        177       
1540073582   6603        157       
1540073583   6598        155       
1540073584   6708        153       
1540073585   6636        154       
1540073586   6696        152       
1540073587   6744        156       
1540073588   6630        166       
1540073589   6551        156       
1540073590   6464        152       
1540073591   6451        151       
1540073592   6640        149       
1540073593   6660        153       
1540073594   6749        153       
1540073595   6605        155       
1540073596   6677        151       
1540073597   6798        151       
1540073598   6801        150       
1540073599   6806        149       
1540073600   6855        149       
1540073601   6881        149       
1540073602   5984        172       
1540073603   6471        156       
1540073604   6639        155       
1540073605   6583        154       
1540073606   6726        153       
1540073607   6738        152       
1540073608   6850        149       
1540073609   6815        149       
1540073610   6815        150       
1540073611   6824        149       
1540073612   6837        150       
1540073613   5885        174       
1540073614   6604        156       
1540073615   6535        155       
1540073616   6661        153       
1540073617   6676        153       
1540073618   6586        153       
1540073619   6724        153       
1540073620   6615        154       
1540073621   6606        154       
1540073622   5826        175       
1540073623   6425        160       
1540073624   6390        159       
1540073625   6522        156       
1540073626   6553        155       
1540073627   6796        151       
1540073628   6677        152       
1540073629   6579        155       
1540073630   6753        151       
1540073631   6749        152       
1540073632   6713        152       
1540073633   6665        153       
1540073634   6700        152       
1540073635   6649        153       
1540073636   6759        151       
1540073637   6840        149       
1540073638   6904        147       
1540073639   6194        168       
1540073640   6202        162       
1540073641   6660        154       
1540073642   6634        155       
1540073643   6116        179       
1540073644   6544        208       
1540073645   6504        151       
1540073646   6531        215       
1540073647   6487        231       
1540073648   6464        167       
1540073649   6428        157       
1540073650   6420        157       
1540073651   6353        151       
1540073652   6392        148       
1540073653   6384        150       
1540073654   6359        148       
1540073655   6317        150       
1540073656   6348        151       
1540073657   6293        152       
1540073658   6162        153       
1540073659   6245        153       
1540073660   6188        152       
1540073661   6173        154       
1540073662   5892        161       
1540073663   5704        165       
1540073664   6194        155       
1540073665   6116        154       
1540073666   6092        156       
1540073667   5957        158       
1540073668   6111        159       
1540073669   6501        156       
1540073670   6499        158       
1540073671   6419        159       
1540073672   6629        153       
1540073673   6646        153       
1540073674   6728        152       
1540073675   6646        154       
1540073676   6705        153       
1540073677   6638        154       
1540073678   6597        154       
1540073679   6779        151       
1540073680   6656        153       
1540073681   6300        161       
1540073682   6440        161       
1540073683   6416        168       
1540073684   5835        164       
1540073685   6464        157       
1540073686   6544        155       
1540073687   6656        154       
1540073688   6611        154       
1540073689   6657        154       
1540073690   6425        158       
1540073691   6485        158       
1540073692   6419        159       
1540073693   4772        215       
1540073694   6114        188       
1540073695   5593        201       
1540073696   5650        167       
1540073697   5657        165       
1540073698   6004        166       
1540073699   6026        163       
1540073700   6163        166       
1540073701   6142        167       
1540073702   6163        163       
1540073703   6356        160       
1540073704   6036        169       
1540073705   6422        159       
1540073706   6509        158       
1540073707   6409        158       
1540073708   6553        156       
1540073709   6527        155       
1540073710   6649        156       
1540073711   6550        154       
1540073712   6629        154       
1540073713   6695        152       
1540073714   6787        151       
1540073715   6795        149       
1540073716   6752        151       
1540073717   6823        150       
1540073718   6837        149       
1540073719   6929        149       
1540073720   6853        148       
1540073721   6868        149       
1540073722   6855        149       
1540073723   6882        149       
1540073724   6877        148       
1540073725   6263        164       
1540073726   6739        151       
1540073727   6668        152       
1540073728   6807        151       
1540073729   6772        152       
1540073730   6781        150       
1540073731   6813        149       
1540073732   6849        149       
1540073733   6892        149       
1540073734   6814        149       
1540073735   6871        149       
1540073736   6767        151       
1540073737   6704        152       
1540073738   6774        151       
1540073739   6717        153       
1540073740   6766        150       
1540073741   6714        153       
1540073742   6775        149       
1540073743   6873        150       
1540073744   6740        151       
1540073745   6121        167       
1540073746   6765        151       
1540073747   6515        156       
1540073748   6717        153       
1540073749   6579        156       
1540073750   6687        153       
1540073751   6639        157       
1540073752   6792        151       
1540073753   6826        149       
1540073754   6914        148       
1540073755   6841        148       
1540073756   6845        148       
1540073757   6671        151       
1540073758   6823        149       
1540073759   6729        151       
1540073760   6644        152       
1540073761   6574        155       
1540073762   6832        152       
1540073763   6797        151       
1540073764   6705        151       
1540073765   6650        161       
1540073766   6179        156       
1540073767   6575        154       
1540073768   6655        156       
1540073769   6625        153       
1540073770   6635        153       
1540073771   6647        153       
1540073772   6530        156       
1540073773   6644        154       
1540073774   6702        152       
1540073775   6772        150       
1540073776   6929        149       
1540073777   6747        152       
1540073778   6672        153       
1540073779   5838        174       
1540073780   6548        159       
1540073781   6493        152       
1540073782   6806        152       
1540073783   6781        150       
1540073784   6850        150       
1540073785   6856        149       
1540073786   6248        163       
1540073787   6616        154       
1540073788   6708        152       
1540073789   6611        154       
1540073790   6527        156       
1540073791   6527        157       
1540073792   6596        155       
1540073793   6620        153       
1540073794   6821        151       
1540073795   6740        151       
1540073796   6857        150       
1540073797   6759        152       
1540073798   6731        151       
1540073799   6620        156       
1540073800   6562        155       
1540073801   6508        156       
1540073802   6470        159       
1540073803   6436        158       
1540073804   6410        161       
1540073805   6276        161       
1540073806   5945        171       
1540073807   6444        159       
1540073808   6464        157       
1540073809   6568        155       
1540073810   6695        152       
1540073811   6652        153       
1540073812   6688        153       
1540073813   6299        167       
1540073814   3922        257       
1540073815   6045        168       
1540073816   6162        165       
1540073817   6455        157       
1540073818   5035        205       
1540073819   6342        162       
1540073820   6344        160       
1540073821   6426        158       
1540073822   6527        155       
1540073823   6724        154       
1540073824   6631        154       
1540073825   6654        153       
1540073826   6635        152       
1540073827   6188        167       
1540073828   6579        155       
1540073829   6698        152       
1540073830   6724        152       
1540073831   6649        151       
1540073832   6717        154       
1540073833   6697        151       
1540073834   6775        151       
1540073835   6683        152       
1540073836   6761        151       
1540073837   6790        150       
1540073838   6892        148       
1540073839   6784        151       
1540073840   6660        151       
1540073841   6845        150       
1540073842   6870        150       
1540073843   6825        150       
1540073844   6838        149       
1540073845   6758        152       
1540073846   6706        151       
1540073847   6733        157       
1540073848   6184        160       
1540073849   6690        152       
1540073850   6802        150       
1540073851   6718        152       
1540073852   6825        150       
1540073853   6724        151       
1540073854   6787        151       
1540073855   6686        152       
1540073856   6792        151       
1540073857   6837        149       
1540073858   6813        150       
1540073859   6796        150       
1540073860   6917        149       
1540073861   6832        149       
1540073862   6804        151       
1540073863   6731        153       
1540073864   6742        150       
1540073865   6712        151       
1540073866   6792        150       
1540073867   6798        150       
1540073868   6246        164       
1540073869   6693        153       
1540073870   6727        150       
1540073871   6766        152       
1540073872   6672        153       
1540073873   6530        157       
1540073874   6556        155       
1540073875   6602        154       
1540073876   6657        153       
1540073877   6687        155       
1540073878   6708        151       
1540073879   6726        151       
1540073880   6594        154       
1540073881   6640        155       
1540073882   6668        154       
1540073883   6568        156       
1540073884   6458        159       
1540073885   6534        155       
1540073886   6592        154       
1540073887   6584        155       
1540073888   6269        172       
1540073889   6236        155       
1540073890   6531        157       
1540073891   6615        154       
1540073892   6611        154       
1540073893   6739        151       
1540073894   6720        153       
1540073895   6619        153       
1540073896   6623        155       
1540073897   6649        152       
1540073898   6715        152       
1540073899   6635        154       
1540073900   6602        154       
1540073901   6637        153       
1540073902   6687        153       
1540073903   6711        153       
1540073904   6597        156       
1540073905   6456        157       
1540073906   6688        152       
1540073907   6791        150       
1540073908   6793        152       
1540073909   5954        172       
1540073910   6644        154       
1540073911   6662        152       
1540073912   6715        151       
1540073913   6776        151       
1540073914   6833        148       
1540073915   6813        149       
1540073916   6834        150       
1540073917   6769        150       
1540073918   6838        150       
1540073919   6849        149       
1540073920   6867        150       
1540073921   6727        151       
1540073922   6772        151       
1540073923   6767        150       
1540073924   6817        150       
1540073925   6762        150       
1540073926   6752        152       
1540073927   6555        157       
1540073928   6637        157       
1540073929   5790        174       
1540073930   6540        154       
1540073931   6601        156       
1540073932   6670        153       
1540073933   6667        153       
1540073934   6654        153       
1540073935   6749        151       
1540073936   6709        152       
1540073937   6640        153       
1540073938   6714        152       
1540073939   6646        154       
1540073940   6521        156       
1540073941   6655        153       
1540073942   6693        153       
1540073943   5060        202       
1540073944   6323        162       
1540073945   6431        159       
1540073946   6506        155       
1540073947   6642        154       
1540073948   6726        152       
1540073949   6729        153       
1540073950   6054        168       
1540073951   6697        152       
1540073952   6768        150       
1540073953   6821        150       
1540073954   6811        149       
1540073955   6770        151       
1540073956   6816        149       
1540073957   6384        160       
1540073958   6667        155       
1540073959   6658        152       
1540073960   6689        153       
1540073961   6699        153       
1540073962   6615        154       
1540073963   6565        156       
1540073964   6641        154       
1540073965   6755        151       
1540073966   6712        151       
1540073967   6772        152       
1540073968   6723        156       
1540073969   6447        157       
1540073970   6461        163       
1540073971   6472        152       
1540073972   6691        152       
1540073973   6540        158       
1540073974   6384        158       
1540073975   6778        150       
1540073976   6538        158       
1540073977   6647        152       
1540073978   6603        153       
1540073979   6479        156       
1540073980   6784        151       
1540073981   6763        152       
1540073982   6728        151       
1540073983   6871        149       
1540073984   6690        153       
1540073985   6811        151       
1540073986   6741        150       
1540073987   6740        152       
1540073988   6874        148       
1540073989   6751        152       
1540073990   6598        154       
1540073991   6259        163       
1540073992   6639        153       
1540073993   6675        152       
1540073994   6714        154       
1540073995   6736        151       
1540073996   6746        152       
1540073997   6785        150       
1540073998   6845        148       
1540073999   6875        149       
1540074000   6712        152       
1540074001   6370        159       
1540074002   6611        154       
1540074003   6650        155       
1540074004   6478        157       
1540074005   6639        154       
1540074006   6566        155       
1540074007   6639        154       
1540074008   6499        158       
1540074009   6548        155       
1540074010   6621        154       
1540074011   6049        169       
1540074012   6641        153       
1540074013   6563        156       
1540074014   6491        157       
1540074015   6686        152       
1540074016   6719        153       
1540074017   6611        154       
1540074018   6495        157       
1540074019   6642        154       
1540074020   6686        150       
1540074021   6955        149       
1540074022   6861        148       
1540074023   6851        149       
1540074024   6685        154       
1540074025   6726        151       
1540074026   6816        150       
1540074027   6888        149       
1540074028   6548        155       
1540074029   6788        150       
1540074030   6905        148       
1540074031   6825        148       
1540074032   6034        171       
1540074033   6709        153       
1540074034   6606        153       
1540074035   6777        152       
1540074036   6707        153       
1540074037   6798        150       
1540074038   6728        151       
1540074039   6375        161       
1540074040   6623        154       
1540074041   6705        151       
1540074042   6823        149       
1540074043   6650        153       
1540074044   6764        152       
1540074045   6841        148       
1540074046   6911        148       
1540074047   6912        147       
1540074048   6938        146       
1540074049   6697        154       
1540074050   6879        149       
1540074051   6835        150       
1540074052   6298        162       
1540074053   6718        152       
1540074054   6647        153       
1540074055   6930        147       
1540074056   6849        149       
1540074057   6870        148       
1540074058   6949        147       
1540074059   6618        155       
1540074060   6691        152       
1540074061   6685        153       
1540074062   6787        150       
1540074063   6581        156       
1540074064   6747        152       
1540074065   6656        154       
1540074066   6639        152       
1540074067   6731        152       
1540074068   5110        202       
1540074069   6020        169       
1540074070   6385        159       
1540074071   6463        158       
1540074072   6623        155       
1540074073   5789        177       
1540074074   6427        159       
1540074075   6481        158       
1540074076   6655        152       
1540074077   6615        155       
1540074078   6659        152       
1540074079   6512        156       
1540074080   6757        152       
1540074081   6733        156       
1540074082   6276        157       
1540074083   6421        158       
1540074084   6678        153       
1540074085   6812        149       
1540074086   6877        148       
1540074087   6745        152       
1540074088   6570        155       
1540074089   6636        153       
1540074090   6849        149       
1540074091   6886        149       
1540074092   6724        151       
1540074093   5909        175       
1540074094   6539        155       
1540074095   6717        152       
1540074096   6768        151       
1540074097   6603        155       
1540074098   6893        148       
1540074099   6578        155       
1540074100   6567        156       
1540074101   6730        152       
1540074102   6654        152       
1540074103   6628        153       
1540074104   6731        152       
1540074105   6840        150       
1540074106   6814        150       
1540074107   6916        147       
1540074108   6883        149       
1540074109   6562        156       
1540074110   6723        152       
1540074111   6833        147       
1540074112   7012        147       
1540074113   6536        159       
1540074114   5971        169       
1540074115   6753        150       
1540074116   6826        149       
1540074117   6797        149       
1540074118   7042        146       
1540074119   6632        154       
1540074120   6752        150       
1540074121   6902        148       
1540074122   6863        150       
1540074123   6559        156       
1540074124   6819        149       
1540074125   6849        153       
1540074126   6781        152       
1540074127   6854        147       
1540074128   6720        151       
1540074129   6568        153       
1540074130   6790        150       
1540074131   6816        149       
1540074132   6953        148       
1540074133   6774        150       
1540074134   5913        171       
1540074135   6798        152       
1540074136   6870        148       
1540074137   6909        148       
1540074138   6556        157       
1540074139   6562        154       
1540074140   6833        149       
1540074141   6888        148       
1540074142   6980        146       
1540074143   6886        149       
1540074144   6708        153       
1540074145   6901        147       
1540074146   6999        145       
1540074147   6995        146       
1540074148   7024        145       
1540074149   6827        149       
1540074150   7149        143       
1540074151   7110        143       
1540074152   7042        145       
1540074153   6833        150       
1540074154   6875        149       
1540074155   6083        167       
1540074156   6693        153       
1540074157   6701        152       
1540074158   6530        155       
1540074159   6827        151       
1540074160   6742        153       
1540074161   6694        152       
1540074162   6695        152       
1540074163   6745        152       
1540074164   6611        154       
1540074165   6787        149       
1540074166   6861        149       
1540074167   6786        150       
1540074168   6882        148       
1540074169   6683        154       
1540074170   6788        150       
1540074171   6905        148       
1540074172   6977        146       
1540074173   6956        146       
1540074174   6750        152       
1540074175   6054        168       
1540074176   6851        151       
1540074177   6844        149       
1540074178   6697        152       
1540074179   6698        152       
1540074180   6845        149       
1540074181   6859        151       
1540074182   6615        152       
1540074183   6885        150       
1540074184   6445        157       
1540074185   6851        149       
1540074186   6764        151       
1540074187   6839        148       
1540074188   6567        157       
1540074189   6723        150       
1540074190   6994        147       
1540074191   6873        148       
1540074192   6904        148       
1540074193   4976        206       
1540074194   6407        159       
1540074195   6505        158       
1540074196   6162        163       
1540074197   6758        151       
1540074198   6767        151       
1540074199   6497        155       
1540074200   6913        148       
1540074201   6851        150       
1540074202   6888        148       
1540074203   6744        150       
1540074204   6844        151       
1540074205   6762        150       
1540074206   6906        147       
1540074207   6830        148       
1540074208   6882        150       
1540074209   6794        149       
1540074210   6925        147       
1540074211   6972        146       
1540074212   7031        145       
1540074213   7067        145       
1540074214   6777        150       
1540074215   6867        149       
1540074216   6313        161       
1540074217   6863        154       
1540074218   6452        155       
1540074219   6609        153       
1540074220   6702        153       
1540074221   6733        152       
1540074222   6519        157       
1540074223   6367        158       
1540074224   6706        155       
1540074225   6895        149       
1540074226   6831        149       
1540074227   6945        147       
1540074228   6687        152       
1540074229   6906        148       
1540074230   6923        147       
1540074231   7027        146       
1540074232   7054        144       
1540074233   7012        146       
1540074234   6722        151       
1540074235   7004        146       
1540074236   6877        158       
1540074237   6445        147       
1540074238   6741        152       
1540074239   6957        148       
1540074240   6748        150       
1540074241   6834        150       
1540074242   6820        150       
1540074243   6575        155       
1540074244   6716        155       
1540074245   6622        152       
1540074246   6720        151       
1540074247   6828        151       
1540074248   6571        156       
1540074249   6610        152       
1540074250   6815        150       
1540074251   6710        152       
1540074252   6759        152       
1540074253   6669        153       
1540074254   6580        156       
1540074255   6652        152       
1540074256   6754        150       
1540074257   6174        166       
1540074258   6715        151       
1540074259   6553        156       
1540074260   6884        148       
1540074261   6941        147       
1540074262   6918        148       
1540074263   6782        150       
1540074264   6718        151       
1540074265   6841        150       
1540074266   6829        149       
1540074267   6941        147       
1540074268   6796        150       
1540074269   6842        150       
1540074270   6947        147       
1540074271   6917        147       
1540074272   6948        149       
1540074273   6770        150       
1540074274   6709        151       
1540074275   6934        147       
1540074276   6904        149       
1540074277   6875        149       
1540074278   6362        159       
1540074279   6666        153       
1540074280   6845        150       
1540074281   6870        149       
1540074282   6831        150       
1540074283   6428        158       
1540074284   6840        150       
1540074285   6616        155       
1540074286   6560        154       
1540074287   6730        151       
1540074288   6526        157       
1540074289   6704        152       
1540074290   6824        149       
1540074291   6890        149       
1540074292   6832        150       
1540074293   6662        153       
1540074294   6787        150       
1540074295   6845        153       
1540074296   6634        150       
1540074297   6775        151       
1540074298   6372        160       
1540074299   6611        155       
1540074300   6716        152       
1540074301   6733        152       
1540074302   6692        153       
1540074303   6564        155       
