POST                        GET                         TOTAL     
1540072160   1747 118       1540072160   56   91        1803      
1540072161   1628 117       1540072161   86   137       1714      
1540072162   1670 111       1540072162   92   73        1762      
1540072163   1726 111       1540072163   60   300       1786      
1540072164   1725 117       1540072164   41   206       1766      
1540072165   1792 105       1540072165   48   94        1840      
1540072166   1655 114       1540072166   52   86        1707      
1540072167   1802 108       1540072167   57   196       1859      
1540072168   2122 109       1540072168   63   162       2185      
1540072169   2019 115       1540072169   34   270       2053      
1540072170   1922 111       1540072170   33   314       1955      
1540072171   2009 115       1540072171   44   126       2053      
1540072172   2262 109       1540072172   51   196       2313      
1540072173   2243 112       1540072173   57   193       2300      
1540072174   2252 111       1540072174   46   310       2298      
1540072175   2263 114       1540072175   45   96        2308      
1540072176   2184 112       1540072176   57   108       2241      
1540072177   2137 115       1540072177   57   219       2194      
1540072178   2308 116       1540072178   67   178       2375      
1540072179   2196 111       1540072179   55   88        2251      
1540072180   2322 109       1540072180   70   84        2392      
1540072181   2200 111       1540072181   65   257       2265      
1540072182   2384 111       1540072182   50   161       2434      
1540072183   2318 108       1540072183   59   86        2377      
1540072184   2322 108       1540072184   74   89        2396      
1540072185   2302 109       1540072185   63   251       2365      
1540072186   1907 111       1540072186   43   127       1950      
1540072187   2497 107       1540072187   65   119       2562      
1540072188   2535 106       1540072188   73   81        2608      
1540072189   2463 110       1540072189   80   126       2543      
1540072190   2522 107       1540072190   87   75        2609      
1540072191   2520 110       1540072191   85   172       2605      
1540072192   2386 110       1540072192   58   190       2444      
1540072193   2103 110       1540072193   38   267       2141      
1540072194   2542 108       1540072194   52   74        2594      
1540072195   2543 110       1540072195   63   120       2606      
1540072196   2593 108       1540072196   72   144       2665      
1540072197   2661 105       1540072197   71   79        2732      
1540072198   2567 108       1540072198   79   81        2646      
1540072199   2643 110       1540072199   98   127       2741      
1540072200   2543 109       1540072200   62   169       2605      
1540072201   2512 112       1540072201   58   87        2570      
1540072202   2545 111       1540072202   76   112       2621      
1540072203   2562 110       1540072203   89   79        2651      
1540072204   2537 112       1540072204   83   106       2620      
1540072205   2050 116       1540072205   56   308       2106      
1540072206   2129 116       1540072206   45   119       2174      
1540072207   1551 128       1540072207   44   215       1595      
1540072208   530  446       1540072208   10   547       540       
1540072209   1963 130       1540072209   58   152       2021      
1540072210   1916 146       1540072210   54   172       1970      
1540072211   2498 114       1540072211   79   104       2577      
1540072212   2388 134       1540072212   71   122       2459      
1540072213   2331 125       1540072213   69   123       2400      
1540072214   2596 109       1540072214   83   119       2679      
1540072215   1937 118       1540072215   58   140       1995      
1540072216   2562 110       1540072216   86   93        2648      
1540072217   2153 109       1540072217   57   192       2210      
1540072218   973  332       1540072218   19   419       992       
1540072219   1924 133       1540072219   53   195       1977      
1540072220   2008 138       1540072220   51   177       2059      
1540072221   2356 109       1540072221   68   130       2424      
1540072222   2405 108       1540072222   70   125       2475      
1540072223   1375 269       1540072223   33   301       1408      
1540072224   2337 126       1540072224   78   222       2415      
1540072225   2463 108       1540072225   95   75        2558      
1540072226   2389 111       1540072226   93   75        2482      
1540072227   2225 112       1540072227   69   149       2294      
1540072228   2310 111       1540072228   74   97        2384      
1540072229   2111 120       1540072229   59   120       2170      
1540072230   2281 112       1540072230   63   123       2344      
1540072231   2361 111       1540072231   78   84        2439      
1540072232   2212 110       1540072232   68   242       2280      
1540072233   1939 138       1540072233   49   150       1988      
1540072234   2500 111       1540072234   82   79        2582      
1540072235   2521 116       1540072235   78   249       2599      
1540072236   2134 120       1540072236   65   106       2199      
1540072237   2429 112       1540072237   66   100       2495      
1540072238   2643 120       1540072238   77   81        2720      
1540072239   1878 143       1540072239   53   160       1931      
1540072240   1402 194       1540072240   32   220       1434      
1540072241   1934 141       1540072241   49   146       1983      
1540072242   2564 118       1540072242   82   228       2646      
1540072243   2417 111       1540072243   73   96        2490      
1540072244   1855 113       1540072244   45   163       1900      
1540072245   2657 108       1540072245   78   80        2735      
1540072246   2310 109       1540072246   67   104       2377      
1540072247   2536 112       1540072247   75   88        2611      
1540072248   2774 108       1540072248   95   77        2869      
1540072249   2480 108       1540072249   76   105       2556      
1540072250   1242 130       1540072250   26   330       1268      
1540072251   2771 107       1540072251   87   78        2858      
1540072252   2852 107       1540072252   95   76        2947      
1540072253   2798 107       1540072253   92   77        2890      
1540072254   2906 105       1540072254   103  72        3009      
1540072255   2904 105       1540072255   101  78        3005      
1540072256   2859 102       1540072256   91   79        2950      
1540072257   2978 104       1540072257   102  77        3080      
1540072258   3044 105       1540072258   97   77        3141      
1540072259   2415 108       1540072259   78   111       2493      
1540072260   2800 112       1540072260   79   152       2879      
1540072261   2870 108       1540072261   80   82        2950      
1540072262   2224 116       1540072262   52   146       2276      
1540072263   2759 108       1540072263   92   85        2851      
1540072264   2727 111       1540072264   86   94        2813      
1540072265   2290 110       1540072265   64   134       2354      
1540072266   2787 110       1540072266   93   86        2880      
1540072267   2851 108       1540072267   88   85        2939      
1540072268   2960 108       1540072268   96   78        3056      
1540072269   3138 105       1540072269   106  72        3244      
1540072270   3054 106       1540072270   100  79        3154      
1540072271   3047 104       1540072271   98   76        3145      
1540072272   3085 105       1540072272   102  75        3187      
1540072273   2951 106       1540072273   93   89        3044      
1540072274   3034 106       1540072274   95   77        3129      
1540072275   3023 106       1540072275   106  72        3129      
1540072276   3084 105       1540072276   104  73        3188      
1540072277   2183 111       1540072277   66   141       2249      
1540072278   2450 123       1540072278   67   129       2517      
1540072279   2583 135       1540072279   77   116       2660      
1540072280   3039 106       1540072280   95   76        3134      
1540072281   3088 106       1540072281   103  74        3191      
1540072282   3079 106       1540072282   99   78        3178      
1540072283   3049 105       1540072283   107  73        3156      
1540072284   2960 107       1540072284   101  90        3061      
1540072285   3002 104       1540072285   97   72        3099      
1540072286   3067 103       1540072286   93   83        3160      
1540072287   3112 105       1540072287   101  76        3213      
1540072288   3083 103       1540072288   108  71        3191      
1540072289   3049 105       1540072289   106  72        3155      
1540072290   3052 105       1540072290   102  92        3154      
1540072291   3071 104       1540072291   92   74        3163      
1540072292   3157 106       1540072292   93   77        3250      
1540072293   3075 106       1540072293   107  72        3182      
1540072294   2784 107       1540072294   88   88        2872      
1540072295   3141 108       1540072295   106  73        3247      
1540072296   2900 108       1540072296   93   84        2993      
1540072297   3112 107       1540072297   104  74        3216      
1540072298   3061 106       1540072298   99   76        3160      
1540072299   3077 105       1540072299   93   77        3170      
1540072300   3095 108       1540072300   100  78        3195      
1540072301   3185 103       1540072301   108  74        3293      
1540072302   3182 106       1540072302   108  90        3290      
1540072303   3054 105       1540072303   92   79        3146      
1540072304   3164 106       1540072304   93   76        3257      
1540072305   2845 106       1540072305   90   83        2935      
1540072306   3153 104       1540072306   107  76        3260      
1540072307   2852 108       1540072307   91   77        2943      
1540072308   3143 106       1540072308   108  74        3251      
1540072309   2938 108       1540072309   88   85        3026      
1540072310   3140 107       1540072310   112  74        3252      
1540072311   3227 106       1540072311   109  72        3336      
1540072312   3176 105       1540072312   101  76        3277      
1540072313   3271 105       1540072313   108  73        3379      
1540072314   3192 106       1540072314   107  78        3299      
1540072315   3125 105       1540072315   92   71        3217      
1540072316   3224 105       1540072316   103  77        3327      
1540072317   3280 102       1540072317   103  73        3383      
1540072318   2629 105       1540072318   76   110       2705      
1540072319   3047 105       1540072319   101  76        3148      
1540072320   3105 105       1540072320   101  76        3206      
1540072321   3117 104       1540072321   109  71        3226      
1540072322   3006 105       1540072322   90   80        3096      
1540072323   3069 103       1540072323   94   76        3163      
1540072324   3043 105       1540072324   107  75        3150      
1540072325   3067 104       1540072325   96   77        3163      
1540072326   3198 104       1540072326   107  71        3305      
1540072327   3223 104       1540072327   113  73        3336      
1540072328   3081 103       1540072328   107  72        3188      
1540072329   3229 103       1540072329   109  71        3338      
1540072330   3246 102       1540072330   104  75        3350      
1540072331   3039 107       1540072331   96   82        3135      
1540072332   2957 111       1540072332   93   88        3050      
1540072333   2984 107       1540072333   96   82        3080      
1540072334   3203 105       1540072334   105  76        3308      
1540072335   2685 106       1540072335   87   88        2772      
1540072336   3203 105       1540072336   106  75        3309      
1540072337   3303 104       1540072337   111  70        3414      
1540072338   3301 105       1540072338   110  74        3411      
1540072339   3209 104       1540072339   99   75        3308      
1540072340   3208 106       1540072340   103  83        3311      
1540072341   2510 107       1540072341   78   95        2588      
1540072342   3150 105       1540072342   98   77        3248      
1540072343   3164 102       1540072343   104  72        3268      
1540072344   3057 109       1540072344   98   79        3155      
