1541348499   14   1224      
1541348500   56   93        
1541348501   46   277       
1541348502   33   336       
1541348503   28   164       
1541348504   46   263       
1541348505   27   561       
1541348506   11   327       
1541348507   35   446       
1541348508   21   255       
1541348509   22   357       
1541348510   57   136       
1541348511   32   280       
1541348512   37   324       
1541348513   34   245       
1541348514   39   348       
1541348515   29   178       
1541348516   37   214       
1541348517   39   200       
1541348518   56   174       
1541348519   47   217       
1541348520   61   209       
1541348521   43   188       
1541348522   46   163       
1541348523   52   209       
1541348524   54   148       
1541348525   52   185       
1541348526   55   191       
1541348527   53   79        
1541348528   53   238       
1541348529   52   130       
1541348530   59   157       
1541348531   58   165       
1541348532   57   158       
1541348533   50   343       
1541348534   54   180       
1541348535   54   100       
1541348536   66   138       
1541348537   39   203       
1541348538   50   206       
1541348539   50   172       
1541348540   41   187       
1541348541   61   725       
1541348542   6    9422      
1541348550   9    1419      
1541348551   10   1811      
1541348552   8    641       
1541348554   20   486       
1541348555   18   464       
1541348556   34   370       
1541348557   14   947       
1541348558   18   317       
1541348559   23   194       
1541348560   37   364       
1541348561   53   199       
1541348562   32   570       
1541348563   15   240       
1541348564   10   1016      
1541348565   36   73        
1541348566   46   179       
1541348567   48   160       
1541348568   65   114       
1541348569   56   178       
1541348570   54   131       
1541348571   58   115       
1541348572   87   362       
1541348573   23   714       
1541348574   44   920       
1541348575   20   1011      
1541348576   7    1796      
1541348578   11   117       
1541348579   27   422       
1541348580   34   618       
1541348581   12   1627      
1541348582   8    2699      
1541348583   5    1670      
1541348584   17   2027      
1541348585   16   669       
1541348586   15   1087      
1541348587   10   1030      
1541348588   9    566       
1541348589   20   462       
1541348590   18   756       
1541348591   18   958       
1541348592   17   1173      
1541348593   33   172       
1541348594   41   247       
1541348595   42   486       
1541348596   26   392       
1541348597   43   159       
1541348598   38   567       
1541348599   22   663       
1541348600   36   260       
1541348601   47   262       
1541348602   41   321       
1541348603   48   317       
1541348604   42   183       
1541348605   40   215       
1541348606   63   349       
1541348607   36   359       
1541348608   43   261       
1541348609   46   175       
1541348610   41   323       
1541348611   33   339       
1541348612   33   224       
1541348613   36   258       
1541348614   47   171       
1541348615   72   140       
1541348616   41   225       
1541348617   59   231       
1541348618   40   153       
1541348619   59   177       
1541348620   43   291       
1541348621   44   163       
1541348622   60   188       
1541348623   59   170       
1541348624   32   195       
1541348625   81   87        
1541348626   78   114       
1541348627   83   108       
1541348628   60   217       
1541348629   55   105       
1541348630   81   82        
1541348631   86   101       
1541348632   65   156       
1541348633   66   119       
1541348634   78   98        
1541348635   61   249       
1541348636   72   108       
1541348637   80   95        
1541348638   69   132       
1541348639   57   152       
1541348640   58   170       
1541348641   58   87        
1541348642   83   68        
1541348643   69   85        
1541348644   54   98        
1541348645   58   459       
1541348646   36   610       
1541348647   50   328       
1541348648   57   277       
1541348649   48   238       
1541348650   50   373       
1541348651   32   218       
1541348652   34   184       
1541348653   57   156       
1541348654   30   243       
1541348655   23   303       
1541348656   48   195       
1541348657   41   270       
1541348658   54   340       
1541348659   50   71        
1541348660   59   100       
1541348661   81   74        
1541348662   72   138       
1541348663   86   127       
1541348664   78   105       
1541348665   76   126       
1541348666   70   117       
1541348667   60   1638      
1541348668   32   84        
1541348669   37   73        
1541348670   39   69        
1541348671   40   66        
1541348672   40   66        
1541348673   40   68        
1541348674   36   69        
1541348675   37   71        
1541348676   43   66        
1541348677   48   65        
1541348678   52   69        
1541348679   60   66        
1541348680   66   68        
1541348681   66   70        
1541348682   84   161       
1541348683   62   127       
1541348684   64   203       
1541348685   38   165       
1541348686   25   290       
1541348687   27   72        
1541348688   43   107       
1541348689   52   87        
1541348690   73   69        
1541348691   76   109       
1541348692   54   81        
1541348693   62   95        
1541348694   115  211       
1541348695   103  101       
1541348696   81   266       
1541348697   83   96        
1541348698   98   176       
1541348699   92   199       
1541348700   106  347       
1541348701   89   109       
1541348702   87   73        
1541348703   86   356       
1541348704   65   226       
1541348705   64   76        
1541348706   53   97        
1541348707   47   116       
1541348708   58   200       
1541348709   98   117       
1541348710   95   95        
1541348711   123  71        
1541348712   135  68        
1541348713   128  67        
1541348714   142  64        
1541348715   135  66        
1541348716   138  65        
1541348717   145  64        
1541348718   129  65        
1541348719   128  64        
1541348720   130  63        
1541348721   129  64        
1541348722   130  64        
1541348723   126  66        
1541348724   133  63        
1541348725   112  64        
1541348726   96   66        
1541348727   60   66        
1541348728   43   89        
1541348729   37   75        
1541348730   26   71        
1541348731   25   71        
1541348732   10   88        
1541348735   105  66        
1541348736   117  67        
1541348737   123  66        
1541348738   126  65        
1541348739   138  65        
1541348740   128  63        
1541348741   121  68        
1541348742   130  65        
1541348743   142  65        
1541348744   135  63        
1541348745   141  63        
1541348746   133  65        
1541348747   133  63        
1541348748   141  64        
1541348749   135  63        
1541348750   142  62        
1541348751   134  64        
1541348752   134  63        
1541348753   138  63        
1541348754   128  65        
1541348755   125  65        
1541348756   130  65        
1541348757   106  66        
1541348758   15   69        
------------------------------
Test length: 258
Mean latency: 188
The 99th percentile latency: 14541
Total Throughput: 10961
