1540071748   10   4867      
1540071750   4    274       
1540071751   3    2657      
1540071752   3    431       
1540071753   11   1028      
1540071754   8    779       
1540071755   8    1369      
1540071756   7    976       
1540071757   15   1080      
1540071758   12   939       
1540071759   8    1437      
1540071760   1    343       
1540071761   8    3826      
1540071762   6    856       
1540071763   11   1296      
1540071765   2    118       
1540071766   24   529       
1540071767   20   723       
1540071768   15   326       
1540071769   11   1082      
1540071770   9    1175      
1540071771   10   802       
1540071772   22   319       
1540071773   24   541       
1540071774   25   538       
1540071775   17   869       
1540071776   9    959       
1540071777   11   110       
1540071778   37   342       
1540071779   18   317       
1540071780   35   267       
1540071781   25   837       
1540071782   16   198       
1540071783   17   553       
1540071784   22   727       
1540071785   13   466       
1540071786   10   1917      
1540071787   5    203       
1540071788   4    1541      
1540071789   8    1124      
1540071790   22   732       
1540071791   10   1212      
1540071792   17   118       
1540071793   21   580       
1540071794   27   629       
1540071795   27   400       
1540071796   24   109       
1540071797   10   1165      
1540071798   18   305       
1540071799   21   635       
1540071800   16   935       
1540071801   22   116       
1540071802   28   470       
1540071803   21   469       
1540071804   14   120       
1540071805   14   1173      
1540071806   31   345       
1540071807   13   776       
1540071808   29   573       
1540071809   21   154       
1540071810   27   378       
1540071811   18   511       
1540071812   12   629       
1540071813   8    1181      
1540071814   11   801       
1540071815   19   657       
1540071816   39   149       
1540071817   23   686       
1540071818   16   310       
1540071819   61   159       
1540071820   31   306       
1540071821   22   306       
1540071822   10   3207      
1540071823   8    4763      
1540071825   2    77        
1540071826   9    710       
1540071827   3    3331      
1540071828   18   673       
1540071829   12   1795      
1540071830   10   2039      
1540071831   5    84        
1540071832   4    2507      
1540071833   8    1269      
1540071834   7    2955      
1540071837   6    1389      
1540071838   3    92        
1540071839   22   98        
1540071840   17   1128      
1540071841   10   299       
1540071842   11   314       
1540071843   8    721       
1540071844   27   271       
1540071845   21   335       
1540071846   32   357       
1540071847   31   759       
1540071848   15   499       
1540071849   28   302       
1540071850   21   647       
1540071851   19   401       
1540071852   14   348       
1540071853   14   512       
1540071854   22   1947      
1540071855   2    10258     
1540071856   15   780       
1540071857   14   836       
1540071858   27   104       
1540071859   24   927       
1540071860   10   93        
1540071861   12   82        
1540071862   12   90        
1540071863   12   85        
1540071864   26   72        
1540071865   25   74        
1540071866   38   91        
1540071867   73   220       
1540071868   70   206       
1540071869   68   228       
1540071870   63   797       
1540071871   25   482       
1540071872   19   613       
1540071873   13   85        
1540071874   11   74        
1540071875   11   93        
1540071876   13   73        
1540071877   9    928       
1540071878   18   433       
1540071879   11   88        
1540071880   19   395       
1540071881   25   1678      
1540071882   17   187       
1540071883   16   117       
1540071884   21   192       
1540071885   22   280       
1540071886   44   227       
1540071887   45   172       
1540071888   32   190       
1540071889   40   152       
1540071890   45   163       
1540071891   40   167       
1540071892   53   142       
1540071893   57   133       
1540071894   54   219       
1540071895   41   133       
1540071896   62   122       
1540071897   61   275       
1540071898   56   91        
1540071899   38   369       
1540071900   18   429       
1540071901   34   96        
1540071902   43   103       
1540071903   65   148       
1540071904   58   175       
1540071905   63   179       
1540071906   58   84        
1540071907   77   115       
1540071908   96   73        
1540071909   81   125       
1540071910   69   181       
1540071911   50   118       
1540071912   56   204       
